igm_Bin-8-refined_1	{'marker lineage': 'root', '# genomes': 5656, '# markers': 56, '# marker sets': 24, '0': 56, '1': 0, '2': 0, '3': 0, '4': 0, '5+': 0, 'Completeness': 0.0, 'Contamination': 0.0, 'GC': 0.3717924348983083, 'GC std': 0.052321118959514364, 'Genome size': 10383, '# ambiguous bases': 5122, '# scaffolds': 8, '# contigs': 18, 'Longest scaffold': 2395, 'Longest contig': 603, 'N50 (scaffolds)': 1199, 'N50 (contigs)': 346, 'Mean scaffold length': 1297.875, 'Mean contig length': 292.27777777777777, 'Coding density': 0.03399788115188289, 'Translation table': 4, '# predicted genes': 4, 'GCN0': ['PF00411', 'PF00573', 'PF03719', 'PF05000', 'PF00189', 'PF00673', 'PF00861', 'PF00416', 'PF00281', 'TIGR00344', 'PF00410', 'PF03947', 'PF00252', 'PF08459', 'PF04997', 'PF02978', 'PF00366', 'PF00203', 'PF03946', 'PF04983', 'PF00831', 'PF04560', 'PF00162', 'TIGR00755', 'PF13184', 'PF00572', 'PF00238', 'PF00318', 'PF01509', 'TIGR00468', 'TIGR00329', 'PF04565', 'PF11987', 'PF00466', 'PF00347', 'TIGR00967', 'PF00333', 'PF00177', 'PF01193', 'PF00164', 'PF03484', 'PF04563', 'PF00312', 'PF00562', 'PF00276', 'PF00623', 'PF00298', 'PF04561', 'PF00338', 'TIGR00392', 'PF00380', 'PF01000', 'PF00297', 'PF00181', 'PF00687', 'PF00237'], 'GCN1': [], 'GCN2': [], 'GCN3': [], 'GCN4': [], 'GCN5+': []}
low_completion-refined_11	{'marker lineage': 'root', '# genomes': 5656, '# markers': 56, '# marker sets': 24, '0': 56, '1': 0, '2': 0, '3': 0, '4': 0, '5+': 0, 'Completeness': 0.0, 'Contamination': 0.0, 'GC': 0.43356412792614574, 'GC std': 0.031504506199786, 'Genome size': 7717, '# ambiguous bases': 1651, '# scaffolds': 6, '# contigs': 10, 'Longest scaffold': 1512, 'Longest contig': 1512, 'N50 (scaffolds)': 1340, 'N50 (contigs)': 704, 'Mean scaffold length': 1286.1666666666667, 'Mean contig length': 606.6, 'Coding density': 0.5218349099390955, 'Translation table': 11, '# predicted genes': 22, 'GCN0': ['PF00411', 'PF00573', 'PF03719', 'PF05000', 'PF00189', 'PF00673', 'PF00861', 'PF00416', 'PF00281', 'TIGR00344', 'PF00410', 'PF03947', 'PF00252', 'PF08459', 'PF04997', 'PF02978', 'PF00366', 'PF00203', 'PF03946', 'PF04983', 'PF00831', 'PF04560', 'PF00162', 'TIGR00755', 'PF13184', 'PF00572', 'PF00238', 'PF00318', 'PF01509', 'TIGR00468', 'TIGR00329', 'PF04565', 'PF11987', 'PF00466', 'PF00347', 'TIGR00967', 'PF00333', 'PF00177', 'PF01193', 'PF00164', 'PF03484', 'PF04563', 'PF00312', 'PF00562', 'PF00276', 'PF00623', 'PF00298', 'PF04561', 'PF00338', 'TIGR00392', 'PF00380', 'PF01000', 'PF00297', 'PF00181', 'PF00687', 'PF00237'], 'GCN1': [], 'GCN2': [], 'GCN3': [], 'GCN4': [], 'GCN5+': []}
low_completion-refined_8	{'marker lineage': 'root', '# genomes': 5656, '# markers': 56, '# marker sets': 24, '0': 56, '1': 0, '2': 0, '3': 0, '4': 0, '5+': 0, 'Completeness': 0.0, 'Contamination': 0.0, 'GC': 0.3784904013961606, 'GC std': 0.05180494077261594, 'Genome size': 16697, '# ambiguous bases': 2945, '# scaffolds': 9, '# contigs': 20, 'Longest scaffold': 3376, 'Longest contig': 1883, 'N50 (scaffolds)': 1759, 'N50 (contigs)': 1016, 'Mean scaffold length': 1855.2222222222222, 'Mean contig length': 687.6, 'Coding density': 0.36395759717314485, 'Translation table': 4, '# predicted genes': 13, 'GCN0': ['PF00411', 'PF00573', 'PF03719', 'PF05000', 'PF00189', 'PF00673', 'PF00861', 'PF00416', 'PF00281', 'TIGR00344', 'PF00410', 'PF03947', 'PF00252', 'PF08459', 'PF04997', 'PF02978', 'PF00366', 'PF00203', 'PF03946', 'PF04983', 'PF00831', 'PF04560', 'PF00162', 'TIGR00755', 'PF13184', 'PF00572', 'PF00238', 'PF00318', 'PF01509', 'TIGR00468', 'TIGR00329', 'PF04565', 'PF11987', 'PF00466', 'PF00347', 'TIGR00967', 'PF00333', 'PF00177', 'PF01193', 'PF00164', 'PF03484', 'PF04563', 'PF00312', 'PF00562', 'PF00276', 'PF00623', 'PF00298', 'PF04561', 'PF00338', 'TIGR00392', 'PF00380', 'PF01000', 'PF00297', 'PF00181', 'PF00687', 'PF00237'], 'GCN1': [], 'GCN2': [], 'GCN3': [], 'GCN4': [], 'GCN5+': []}
low_completion-refined_13	{'marker lineage': 'root', '# genomes': 5656, '# markers': 56, '# marker sets': 24, '0': 56, '1': 0, '2': 0, '3': 0, '4': 0, '5+': 0, 'Completeness': 0.0, 'Contamination': 0.0, 'GC': 0.3004585186584465, 'GC std': 0.02599849819452457, 'Genome size': 233371, '# ambiguous bases': 116909, '# scaffolds': 152, '# contigs': 379, 'Longest scaffold': 4288, 'Longest contig': 959, 'N50 (scaffolds)': 1538, 'N50 (contigs)': 325, 'Mean scaffold length': 1535.3355263157894, 'Mean contig length': 307.287598944591, 'Coding density': 0.2545474801924832, 'Translation table': 11, '# predicted genes': 347, 'GCN0': ['PF00411', 'PF00573', 'PF03719', 'PF05000', 'PF00189', 'PF00673', 'PF00861', 'PF00416', 'PF00281', 'TIGR00344', 'PF00410', 'PF03947', 'PF00252', 'PF08459', 'PF04997', 'PF02978', 'PF00366', 'PF00203', 'PF03946', 'PF04983', 'PF00831', 'PF04560', 'PF00162', 'TIGR00755', 'PF13184', 'PF00572', 'PF00238', 'PF00318', 'PF01509', 'TIGR00468', 'TIGR00329', 'PF04565', 'PF11987', 'PF00466', 'PF00347', 'TIGR00967', 'PF00333', 'PF00177', 'PF01193', 'PF00164', 'PF03484', 'PF04563', 'PF00312', 'PF00562', 'PF00276', 'PF00623', 'PF00298', 'PF04561', 'PF00338', 'TIGR00392', 'PF00380', 'PF01000', 'PF00297', 'PF00181', 'PF00687', 'PF00237'], 'GCN1': [], 'GCN2': [], 'GCN3': [], 'GCN4': [], 'GCN5+': []}
low_completion-refined_19	{'marker lineage': 'root', '# genomes': 5656, '# markers': 56, '# marker sets': 24, '0': 54, '1': 2, '2': 0, '3': 0, '4': 0, '5+': 0, 'Completeness': 8.333333333333334, 'Contamination': 0.0, 'GC': 0.3078675834071303, 'GC std': 0.03383118036181214, 'Genome size': 227636, '# ambiguous bases': 26634, '# scaffolds': 49, '# contigs': 149, 'Longest scaffold': 19060, 'Longest contig': 16971, 'N50 (scaffolds)': 6502, 'N50 (contigs)': 3026, 'Mean scaffold length': 4645.632653061224, 'Mean contig length': 1349.006711409396, 'Coding density': 0.6002697288653815, 'Translation table': 11, '# predicted genes': 232, 'GCN0': ['PF00411', 'PF00573', 'PF03719', 'PF05000', 'PF00189', 'PF00673', 'PF00861', 'PF00416', 'PF00281', 'TIGR00344', 'PF00410', 'PF03947', 'PF00252', 'PF04997', 'PF02978', 'PF00366', 'PF00203', 'PF03946', 'PF04983', 'PF00831', 'PF04560', 'PF00162', 'TIGR00755', 'PF13184', 'PF00572', 'PF00238', 'PF00318', 'PF01509', 'TIGR00468', 'TIGR00329', 'PF04565', 'PF11987', 'PF00466', 'PF00347', 'TIGR00967', 'PF00333', 'PF00177', 'PF01193', 'PF00164', 'PF03484', 'PF04563', 'PF00312', 'PF00562', 'PF00276', 'PF00623', 'PF00298', 'PF04561', 'PF00338', 'PF00380', 'PF01000', 'PF00297', 'PF00181', 'PF00687', 'PF00237'], 'GCN1': ['PF08459', 'TIGR00392'], 'GCN2': [], 'GCN3': [], 'GCN4': [], 'GCN5+': []}
low_completion-refined_18	{'marker lineage': 'root', '# genomes': 5656, '# markers': 56, '# marker sets': 24, '0': 56, '1': 0, '2': 0, '3': 0, '4': 0, '5+': 0, 'Completeness': 0.0, 'Contamination': 0.0, 'GC': 0.30857491981060026, 'GC std': 0.02876902109865895, 'Genome size': 169328, '# ambiguous bases': 5653, '# scaffolds': 41, '# contigs': 65, 'Longest scaffold': 17982, 'Longest contig': 17982, 'N50 (scaffolds)': 5851, 'N50 (contigs)': 4543, 'Mean scaffold length': 4129.951219512195, 'Mean contig length': 2518.076923076923, 'Coding density': 0.7656323821222716, 'Translation table': 11, '# predicted genes': 180, 'GCN0': ['PF00411', 'PF00573', 'PF03719', 'PF05000', 'PF00189', 'PF00673', 'PF00861', 'PF00416', 'PF00281', 'TIGR00344', 'PF00410', 'PF03947', 'PF00252', 'PF08459', 'PF04997', 'PF02978', 'PF00366', 'PF00203', 'PF03946', 'PF04983', 'PF00831', 'PF04560', 'PF00162', 'TIGR00755', 'PF13184', 'PF00572', 'PF00238', 'PF00318', 'PF01509', 'TIGR00468', 'TIGR00329', 'PF04565', 'PF11987', 'PF00466', 'PF00347', 'TIGR00967', 'PF00333', 'PF00177', 'PF01193', 'PF00164', 'PF03484', 'PF04563', 'PF00312', 'PF00562', 'PF00276', 'PF00623', 'PF00298', 'PF04561', 'PF00338', 'TIGR00392', 'PF00380', 'PF01000', 'PF00297', 'PF00181', 'PF00687', 'PF00237'], 'GCN1': [], 'GCN2': [], 'GCN3': [], 'GCN4': [], 'GCN5+': []}
low_completion-refined_17	{'marker lineage': 'root', '# genomes': 5656, '# markers': 56, '# marker sets': 24, '0': 56, '1': 0, '2': 0, '3': 0, '4': 0, '5+': 0, 'Completeness': 0.0, 'Contamination': 0.0, 'GC': 0.31662362814719175, 'GC std': 0.036284056797938, 'Genome size': 189535, '# ambiguous bases': 65615, '# scaffolds': 91, '# contigs': 301, 'Longest scaffold': 16304, 'Longest contig': 3773, 'N50 (scaffolds)': 2260, 'N50 (contigs)': 485, 'Mean scaffold length': 2082.802197802198, 'Mean contig length': 411.69435215946845, 'Coding density': 0.356736222861213, 'Translation table': 11, '# predicted genes': 337, 'GCN0': ['PF00411', 'PF00573', 'PF03719', 'PF05000', 'PF00189', 'PF00673', 'PF00861', 'PF00416', 'PF00281', 'TIGR00344', 'PF00410', 'PF03947', 'PF00252', 'PF08459', 'PF04997', 'PF02978', 'PF00366', 'PF00203', 'PF03946', 'PF04983', 'PF00831', 'PF04560', 'PF00162', 'TIGR00755', 'PF13184', 'PF00572', 'PF00238', 'PF00318', 'PF01509', 'TIGR00468', 'TIGR00329', 'PF04565', 'PF11987', 'PF00466', 'PF00347', 'TIGR00967', 'PF00333', 'PF00177', 'PF01193', 'PF00164', 'PF03484', 'PF04563', 'PF00312', 'PF00562', 'PF00276', 'PF00623', 'PF00298', 'PF04561', 'PF00338', 'TIGR00392', 'PF00380', 'PF01000', 'PF00297', 'PF00181', 'PF00687', 'PF00237'], 'GCN1': [], 'GCN2': [], 'GCN3': [], 'GCN4': [], 'GCN5+': []}
low_completion-refined_21	{'marker lineage': 'root', '# genomes': 5656, '# markers': 56, '# marker sets': 24, '0': 56, '1': 0, '2': 0, '3': 0, '4': 0, '5+': 0, 'Completeness': 0.0, 'Contamination': 0.0, 'GC': 0.31685017062648896, 'GC std': 0.030218206538383866, 'Genome size': 72029, '# ambiguous bases': 40967, '# scaffolds': 49, '# contigs': 126, 'Longest scaffold': 4335, 'Longest contig': 614, 'N50 (scaffolds)': 1297, 'N50 (contigs)': 244, 'Mean scaffold length': 1469.9795918367347, 'Mean contig length': 246.52380952380952, 'Coding density': 0.10470782601452193, 'Translation table': 4, '# predicted genes': 44, 'GCN0': ['PF00411', 'PF00573', 'PF03719', 'PF05000', 'PF00189', 'PF00673', 'PF00861', 'PF00416', 'PF00281', 'TIGR00344', 'PF00410', 'PF03947', 'PF00252', 'PF08459', 'PF04997', 'PF02978', 'PF00366', 'PF00203', 'PF03946', 'PF04983', 'PF00831', 'PF04560', 'PF00162', 'TIGR00755', 'PF13184', 'PF00572', 'PF00238', 'PF00318', 'PF01509', 'TIGR00468', 'TIGR00329', 'PF04565', 'PF11987', 'PF00466', 'PF00347', 'TIGR00967', 'PF00333', 'PF00177', 'PF01193', 'PF00164', 'PF03484', 'PF04563', 'PF00312', 'PF00562', 'PF00276', 'PF00623', 'PF00298', 'PF04561', 'PF00338', 'TIGR00392', 'PF00380', 'PF01000', 'PF00297', 'PF00181', 'PF00687', 'PF00237'], 'GCN1': [], 'GCN2': [], 'GCN3': [], 'GCN4': [], 'GCN5+': []}
low_completion-refined_15	{'marker lineage': 'root', '# genomes': 5656, '# markers': 56, '# marker sets': 24, '0': 56, '1': 0, '2': 0, '3': 0, '4': 0, '5+': 0, 'Completeness': 0.0, 'Contamination': 0.0, 'GC': 0.3077332412473499, 'GC std': 0.029158174139459557, 'Genome size': 385113, '# ambiguous bases': 31820, '# scaffolds': 48, '# contigs': 217, 'Longest scaffold': 51518, 'Longest contig': 22483, 'N50 (scaffolds)': 12621, 'N50 (contigs)': 2980, 'Mean scaffold length': 8023.1875, 'Mean contig length': 1628.078341013825, 'Coding density': 0.574187316449977, 'Translation table': 11, '# predicted genes': 366, 'GCN0': ['PF00411', 'PF00573', 'PF03719', 'PF05000', 'PF00189', 'PF00673', 'PF00861', 'PF00416', 'PF00281', 'TIGR00344', 'PF00410', 'PF03947', 'PF00252', 'PF08459', 'PF04997', 'PF02978', 'PF00366', 'PF00203', 'PF03946', 'PF04983', 'PF00831', 'PF04560', 'PF00162', 'TIGR00755', 'PF13184', 'PF00572', 'PF00238', 'PF00318', 'PF01509', 'TIGR00468', 'TIGR00329', 'PF04565', 'PF11987', 'PF00466', 'PF00347', 'TIGR00967', 'PF00333', 'PF00177', 'PF01193', 'PF00164', 'PF03484', 'PF04563', 'PF00312', 'PF00562', 'PF00276', 'PF00623', 'PF00298', 'PF04561', 'PF00338', 'TIGR00392', 'PF00380', 'PF01000', 'PF00297', 'PF00181', 'PF00687', 'PF00237'], 'GCN1': [], 'GCN2': [], 'GCN3': [], 'GCN4': [], 'GCN5+': []}
low_completion-refined_14	{'marker lineage': 'root', '# genomes': 5656, '# markers': 56, '# marker sets': 24, '0': 56, '1': 0, '2': 0, '3': 0, '4': 0, '5+': 0, 'Completeness': 0.0, 'Contamination': 0.0, 'GC': 0.3052719509931316, 'GC std': 0.032465096176358114, 'Genome size': 197542, '# ambiguous bases': 3610, '# scaffolds': 38, '# contigs': 61, 'Longest scaffold': 48387, 'Longest contig': 30967, 'N50 (scaffolds)': 7259, 'N50 (contigs)': 4862, 'Mean scaffold length': 5198.473684210527, 'Mean contig length': 3179.2131147540986, 'Coding density': 0.7644905893430258, 'Translation table': 11, '# predicted genes': 249, 'GCN0': ['PF00411', 'PF00573', 'PF03719', 'PF05000', 'PF00189', 'PF00673', 'PF00861', 'PF00416', 'PF00281', 'TIGR00344', 'PF00410', 'PF03947', 'PF00252', 'PF08459', 'PF04997', 'PF02978', 'PF00366', 'PF00203', 'PF03946', 'PF04983', 'PF00831', 'PF04560', 'PF00162', 'TIGR00755', 'PF13184', 'PF00572', 'PF00238', 'PF00318', 'PF01509', 'TIGR00468', 'TIGR00329', 'PF04565', 'PF11987', 'PF00466', 'PF00347', 'TIGR00967', 'PF00333', 'PF00177', 'PF01193', 'PF00164', 'PF03484', 'PF04563', 'PF00312', 'PF00562', 'PF00276', 'PF00623', 'PF00298', 'PF04561', 'PF00338', 'TIGR00392', 'PF00380', 'PF01000', 'PF00297', 'PF00181', 'PF00687', 'PF00237'], 'GCN1': [], 'GCN2': [], 'GCN3': [], 'GCN4': [], 'GCN5+': []}
